customer_id,age,account_tenure_months,monthly_active_days,avg_daily_usage_minutes,num_sessions_per_week,support_tickets_30d,payment_delay_days,subscription_type,has_active_promo,app_rating,num_notification_opt_out,customer_support_satisfaction,monthly_charges,churn_target,avg_active_days_3m,usage_minutes_3m,support_tickets_3m,avg_active_days_6m,usage_minutes_6m,support_tickets_6m,avg_active_days_12m,usage_minutes_12m,support_tickets_12m,engagement_score,satisfaction_score,usage_trend_3m_6m,subscription_type_enc,has_active_promo_enc
26952,28,5,22,69.76285866538969,10,0,0,Basic,Yes,5,2,3,10.552828678638615,0,21.44056712832123,69.00155895106631,0,22.0,69.76285866538969,0,22.0,69.76285866538969,0,0.6687,0.8,-0.0108,0.0,1
26953,48,6,21,65.0625451215925,9,0,1,Basic,Yes,5,2,4,9.098660450266843,0,20.855594023733012,64.41582334922924,0,21.869871458941873,36.30044708648598,0,21.0,65.0625451215925,0,0.6254,0.9,0.7538,0.0,1
26954,18,53,19,46.3515173427034,8,1,2,VIP,No,1,2,4,57.03181612582277,0,23.45381264849888,51.96692972845969,3,20.473209776631553,51.435107794445635,6,20.455077146268852,34.65858562279879,12,0.5221,0.5,0.0101,,0
26955,24,29,21,57.705626192951314,8,0,4,Premium,Yes,5,1,3,17.814455863908616,0,19.54409469782844,58.988850465831085,0,22.432842301405326,65.26556013549936,0,18.625682456055948,68.10539350973221,0,0.5866,0.8,-0.0947,1.0,1
26956,67,23,25,72.59756451875029,10,5,4,Premium,Yes,5,0,3,19.51492715318191,0,26.253068459926965,72.23621797121594,15,23.27033778599224,87.00843574786022,30,26.722745989347857,73.45385850504465,60,0.7182,0.8,-0.1679,1.0,1
26957,21,86,17,46.90349473849078,9,1,0,Premium,No,4,1,4,19.771486276175327,0,17.94292809391754,51.264297695041144,3,15.197790947671496,40.51785683328898,6,19.025940790377913,45.541460310132834,12,0.5116,0.8,0.2588,1.0,0
26958,18,4,23,83.72578628252889,11,1,0,Premium,Yes,5,2,5,18.80530828947038,0,26.49559926796249,91.72951322361384,3,23.0,83.72578628252889,0,23.0,83.72578628252889,0,0.7429,1.0,0.0945,1.0,1
26959,22,90,20,59.084607557967175,9,0,2,Basic,No,1,0,5,9.852033163880506,0,22.71915027793616,46.1618116396709,0,17.769139403126175,65.15915898431014,0,18.03282944124364,70.82010690845355,0,0.5922,0.6,-0.2871,0.0,0
26960,68,28,16,44.30865165402534,7,1,1,Basic,No,1,2,1,6.938032479908312,1,15.074882997994834,37.34733163191191,3,17.14640406490437,35.5420203145671,6,14.731642620921772,66.44186643942831,12,0.461,0.2,0.0494,0.0,0
26961,18,1,1,5.0,1,0,3,Basic,No,5,1,4,10.270859737601366,1,0.3333333333333333,1.6666666666666663,0,1.0,5.0,0,1.0,5.0,0,0.0443,0.9,-0.5556,0.0,0
26962,22,17,26,69.94284335235311,13,1,0,Premium,No,4,0,5,19.770522023064625,0,23.168499949185,69.48283897707788,3,26.653383134115256,62.77345494754892,6,26.68823822025253,30.92608900136365,12,0.7655,0.9,0.1052,1.0,0
26963,18,42,18,43.518221178657534,7,1,0,Basic,Yes,5,2,5,12.924067949492466,0,18.471946962290247,38.175073671325315,3,20.20639401736959,26.979040228303493,6,17.994850589800205,22.030482933011392,12,0.4851,1.0,0.4002,0.0,1
26964,38,1,23,66.99317599051892,11,2,3,Basic,No,4,2,2,9.50813970133954,1,7.666666666666666,22.331058663506305,0,23.0,66.99317599051892,0,23.0,66.99317599051892,0,0.6871,0.6,-0.6569,0.0,0
26965,32,75,12,38.849536209446995,5,0,26,Premium,No,5,3,4,20.726551065854753,1,14.28762882508745,38.79431351256347,0,11.715986316040564,53.78991017533696,0,13.269910184576725,42.24595629346515,0,0.3609,0.9,-0.2737,1.0,0
26966,37,11,22,59.9625908178928,12,0,2,Premium,No,1,0,3,18.272531275308964,0,21.47781387684945,49.87647899561851,0,20.442137658885713,36.37640175280052,0,22.0,59.9625908178928,0,0.6646,0.4,0.3612,1.0,0
26967,66,1,16,53.42090057132781,6,6,2,VIP,No,4,1,5,51.42062407941715,1,5.333333333333333,17.80696685710927,2,16.0,53.42090057132781,1,16.0,53.42090057132781,0,0.4771,0.9,-0.6544,,0
26968,19,39,20,59.17046833640717,8,0,0,Basic,No,5,3,5,10.036670604203726,0,22.852100881188058,58.30814618011157,0,19.307017558915145,77.13701751921252,0,18.999996926205903,47.450715210619414,0,0.5782,1.0,-0.241,0.0,0
26969,37,20,23,64.56863759046809,10,1,2,Basic,No,5,2,4,10.579623433892047,0,21.47360856821427,61.71753612908897,3,22.989994149698084,72.73009877362672,6,20.83555267233912,51.30855699044168,12,0.6648,0.9,-0.1494,0.0,0
26970,42,13,22,57.23821553665621,9,0,0,Basic,No,4,0,5,9.247904213729134,0,17.049341965482284,58.58028308810346,0,24.155156599285093,66.97276321419812,0,21.840662117801973,72.5349288712414,0,0.6127,0.9,-0.1235,0.0,0
26971,24,23,17,54.39556951355907,7,0,1,Premium,Yes,5,2,3,17.97192930380111,0,19.306395771157128,59.57310316125891,0,16.949613066615715,59.385419384592744,0,16.37441869727435,56.09880892453737,0,0.508,0.8,0.0031,1.0,1
26972,47,6,20,60.3916910701661,9,0,2,Basic,No,4,0,5,10.083123423644317,0,17.67926149653427,59.49673035519642,0,17.92769744567199,62.819648765570136,0,20.0,60.3916910701661,0,0.5965,0.9,-0.0521,0.0,0
26973,34,1,23,82.45352294380305,11,0,2,Basic,Yes,4,3,5,10.559776236468782,0,7.666666666666666,27.48450764793435,0,23.0,82.45352294380305,0,23.0,82.45352294380305,0,0.7387,0.9,-0.6587,0.0,1
26974,47,17,15,44.75094774520495,8,7,0,Basic,No,2,4,4,7.642609115946467,1,15.913182155694884,42.77798351150497,21,14.910801584812765,31.988250541741653,42,11.84233043073028,34.30681613642577,84,0.4635,0.6,0.3271,0.0,0
26975,37,19,24,62.56613295744122,10,1,1,Basic,No,5,0,5,11.411902899530036,0,23.0756393854629,70.21371533533426,3,24.85353369511019,60.28350597401219,6,24.90068169893289,68.27004083806193,12,0.6714,1.0,0.162,0.0,0
26976,18,1,22,67.02489181125333,12,0,3,VIP,No,4,4,1,46.55316449656553,0,7.333333333333333,22.341630603751103,0,22.0,67.02489181125333,0,22.0,67.02489181125333,0,0.6882,0.5,-0.6569,,0
26977,59,14,18,43.66083516718763,8,0,0,VIP,Yes,4,1,3,46.90298148544142,0,23.34265467659126,43.11939304544397,0,15.643230410414455,37.140251247808386,0,20.67290190829197,49.15595657531267,0,0.4998,0.7,0.1568,,1
26978,70,42,28,78.77482692020457,11,0,2,Basic,No,3,1,5,10.706342918511682,0,26.38591014144059,91.95289249164124,0,27.979611082823023,61.9945869407058,0,29.92551489223913,53.5405602501999,0,0.7931,0.8,0.4756,0.0,0
26979,37,82,26,81.70858493886107,11,1,0,Basic,No,2,1,4,12.001966031872396,0,26.267782756484316,90.19552072237488,3,25.058935606924617,105.46391843148402,6,26.68906090543287,91.78875054967484,12,0.7762,0.6,-0.1434,0.0,0
26980,24,37,20,55.06111643174499,10,1,5,Basic,No,4,2,3,9.452728733178123,0,20.009975285057106,57.843240545965664,3,21.056772565317097,56.44649896565981,6,18.427332646742205,67.39969864073007,12,0.5931,0.7,0.0243,0.0,0
26981,62,18,23,76.868121823987,10,0,3,Premium,Yes,4,1,5,21.299015779209928,1,23.625607644744544,82.46832765628568,0,23.86202736513975,88.68943514787428,0,22.037320653708417,55.65787229177245,0,0.7058,0.9,-0.0694,1.0,1
26982,70,13,14,48.46230020045597,7,0,0,VIP,Yes,3,1,5,49.37331081263098,0,12.79319498747472,71.06622183066972,0,13.476316951338896,50.32909553483019,0,13.76312893269737,54.158161151282705,0,0.4482,0.8,0.404,,1
26983,35,5,17,52.836693100200605,8,1,0,Basic,Yes,5,2,4,77.09113265894176,1,15.699628571451564,54.525398570469335,3,17.0,52.836693100200605,0,17.0,52.836693100200605,0,0.5171,0.9,0.0314,0.0,1
26984,33,1,1,5.0,1,2,1,Premium,No,4,1,4,20.32601747867048,1,0.3333333333333333,1.6666666666666663,0,1.0,5.0,0,1.0,5.0,0,0.0443,0.8,-0.5556,1.0,0
26985,35,69,12,36.920052577217504,7,1,0,Premium,Yes,2,1,1,34.21981102962217,0,11.077074718249946,49.51976607110443,3,11.820575754456089,16.79439581414537,6,13.824433332958524,0.0915392754757604,12,0.3831,0.3,1.8391,1.0,1
26986,18,78,18,47.838250790490136,7,0,4,Basic,Yes,5,0,4,11.371348283026396,0,17.10870261732329,49.6051716194068,0,16.54278204871843,66.25430860245618,0,20.28308416369286,63.93192330468098,0,0.4995,0.9,-0.2476,0.0,1
26987,32,22,28,81.41766662126552,13,0,24,Premium,No,5,3,3,20.202952270534706,0,22.989564972941217,63.370352636383714,0,22.878530286613675,67.31017884577503,0,28.524600889137172,93.4588655544481,0,0.8304,0.8,-0.0577,1.0,0
26988,65,6,23,85.18216486512789,10,0,0,Basic,Yes,5,1,5,12.481216643871042,1,23.1772284131122,87.29439574320087,0,23.385060436268464,98.14156789515168,0,23.0,85.18216486512789,0,0.7335,1.0,-0.1094,0.0,1
26989,37,29,1,9.490724150276748,1,0,24,Premium,No,4,4,4,15.952961355682918,1,0.3976127418080618,14.935665183199236,0,0.9320569463910507,0.0,0,1.2674179090233595,17.579061625062124,0,0.0593,0.8,14.9357,1.0,0
26990,24,24,27,88.15845396955973,12,3,3,Premium,No,4,1,4,16.991841224123025,0,25.563114405272447,78.77183691600037,9,28.44030044253378,92.88410847435036,18,25.393280440567597,110.1151523679021,36,0.8253,0.8,-0.1503,1.0,0
26991,52,56,19,69.21187524334721,9,5,5,Premium,No,4,1,3,14.720791922673202,0,19.18607000019532,89.46728825883403,15,19.65137921281211,76.66843405731312,30,17.50561597845183,49.53285341093856,60,0.6126,0.7,0.1648,1.0,0
26992,26,18,26,90.82420874113912,12,1,6,Premium,Yes,5,0,5,18.2452284891996,1,25.989012256305067,84.58596606823883,3,26.99282094187012,82.17573835128793,6,28.700929050705906,88.5543182602359,12,0.8208,1.0,0.029,1.0,1
26993,36,6,21,65.96181757409578,10,0,0,Basic,No,2,1,5,9.301436888930242,0,20.2046553384271,60.84816321293347,0,18.79098640721803,56.4275160608433,0,21.0,65.96181757409578,0,0.6427,0.7,0.077,0.0,0
26994,22,17,26,73.97675808936488,11,0,0,Basic,No,2,2,5,9.34962571679226,0,26.017545121546984,83.5012814883699,0,24.18120558690951,91.07482434157164,0,23.745445101236665,80.47918308260473,0,0.7504,0.7,-0.0823,0.0,0
26995,25,11,13,49.076133802348934,6,0,1,Basic,Yes,5,0,4,11.6064058498199,1,11.836211903463086,55.3812432084533,0,14.399588873641097,38.57222236185454,0,13.0,49.076133802348934,0,0.4226,0.9,0.4248,0.0,1
26996,53,4,1,5.0,2,0,0,Basic,No,3,2,4,9.825203857460718,1,0.0,6.895545483927818,0,1.0,5.0,0,1.0,5.0,0,0.0586,0.7,0.3159,0.0,0
26997,37,4,25,72.91247399531666,10,0,0,Basic,No,5,0,1,12.09180468192436,0,28.922166454747767,77.42241195124781,0,25.0,72.91247399531666,0,25.0,72.91247399531666,0,0.7192,0.6,0.061,0.0,0
26998,26,7,20,57.28456703590631,8,0,0,Basic,No,4,1,2,9.945503357494308,1,19.008125706241593,53.63753276539791,0,16.70351125000684,70.27908431543973,0,20.0,57.28456703590631,0,0.5719,0.6,-0.2335,0.0,0
26999,42,9,17,47.07755033128006,7,1,3,Basic,No,4,0,5,10.223112003336553,1,17.531083349115335,42.2346143076629,3,13.46910061804362,49.8061478853447,6,17.0,47.07755033128006,0,0.4836,0.9,-0.149,0.0,0
27000,30,82,23,62.01563016582803,10,0,1,Basic,No,4,1,5,8.604942596768794,0,28.19292004551285,50.97028256160292,0,21.453880404842764,92.25680006285928,0,20.691558167754703,68.09391951300609,0,0.6562,0.9,-0.4427,0.0,0
27001,30,12,23,77.27442318078035,11,0,3,Basic,No,2,0,5,9.733078099572914,0,22.172605541061987,96.65997858044268,0,23.01860501751377,73.25040460964507,0,23.667484527105465,59.8315421459523,0,0.7214,0.7,0.3153,0.0,0
27002,57,52,26,70.21065773847957,12,0,0,Premium,No,5,3,5,20.41003396968154,1,26.920398530653685,56.6971441064979,0,26.9169722668536,70.47701346836072,0,27.95135082889041,99.30414483959515,0,0.7521,1.0,-0.1928,1.0,0
27003,51,42,26,80.78358654552835,12,0,4,VIP,No,4,2,3,48.72449143846024,0,30.0,80.31424500197872,0,27.419335928996087,67.53698314451663,0,26.374047702382946,53.02658363704101,0,0.7874,0.7,0.1864,,0
27004,43,13,23,73.85531819376637,10,0,0,Basic,Yes,3,2,3,11.749223939956652,0,19.700088220664977,60.67494804251701,0,22.22488786330134,48.83788588078369,0,23.25765523349115,58.62433558266614,0,0.6957,0.6,0.2375,0.0,1
27005,40,20,18,64.86376554971841,8,5,2,Basic,No,2,3,4,9.404204973326118,1,20.66764486710841,63.200659811294024,15,17.627639475366554,59.23412204819511,30,20.161394692759675,87.81164545648076,60,0.5705,0.6,0.0659,0.0,0
27006,40,18,25,80.21566816816996,11,0,1,Basic,No,4,2,3,11.295303583131338,0,25.44424831728102,84.75644365077855,0,25.400933172324077,54.81926230643049,0,25.454417746551034,52.29491513534412,0,0.7579,0.7,0.5363,0.0,0
27007,44,20,27,80.91742624176436,12,1,0,Basic,No,3,2,5,10.160432200665651,0,25.989640277664066,81.24575039316609,3,27.032790305821855,81.89153595450755,6,30.0,95.25758170431308,12,0.8012,0.8,-0.0078,0.0,0
27008,27,25,21,65.31019017489068,10,7,2,Basic,Yes,4,3,2,8.821124248917787,0,21.096956123369527,84.14120450629636,21,21.09208252627387,54.795033920069166,42,19.94389195464134,38.0735692225267,84,0.6406,0.6,0.526,0.0,1
27009,53,11,21,60.491020548350846,9,1,0,Basic,Yes,5,3,5,9.896807813744935,0,20.27632758915169,64.8014107552676,3,23.461883795643587,60.359522762132464,6,21.0,60.491020548350846,0,0.6102,1.0,0.0724,0.0,1
27010,43,50,28,94.58767442271608,15,6,4,Basic,No,5,0,4,9.134167585810182,0,30.0,94.8434698405714,18,30.0,108.2820165335298,36,28.26884080570677,58.92698216680408,72,0.8886,0.9,-0.123,0.0,0
27011,37,30,18,52.62142699294936,8,1,19,Premium,No,4,1,4,23.39015494040154,0,17.967978881243123,59.20523029091331,3,13.883541482060744,37.22896659735683,6,17.396542170698304,77.03369602210341,12,0.5297,0.8,0.5749,1.0,0
27012,32,12,22,67.04220560609487,9,0,0,Premium,No,3,1,5,21.62898269306743,0,23.395641640232007,62.108394361769506,0,22.516903857620168,82.21393470639285,0,21.964417577085506,63.7436067128935,0,0.6454,0.8,-0.2416,1.0,0
27013,51,23,13,43.39163333454467,5,1,3,VIP,Yes,1,2,1,53.89055181692999,0,11.942189762194715,41.716468124607935,3,12.374926694523609,48.76948767602554,6,11.97544394196889,22.21066687367243,12,0.3894,0.2,-0.1417,,1
27014,37,4,13,38.65084236423299,6,0,0,Premium,Yes,5,1,5,16.53059345558139,1,13.584742171892197,25.853153916272923,0,13.0,38.65084236423299,0,13.0,38.65084236423299,0,0.3879,1.0,-0.3228,1.0,1
27015,28,4,23,75.62417649812669,9,1,0,Premium,No,5,2,5,16.73545607897118,0,22.23438597940289,85.08782180974644,3,23.0,75.62417649812669,0,23.0,75.62417649812669,0,0.6873,1.0,0.1235,1.0,0
27016,33,58,23,74.14979914519051,9,0,0,Basic,Yes,5,0,3,9.314577612936468,0,20.160163426380045,78.32375021394924,0,26.06108914808313,94.70903389093527,0,23.784103378002712,103.92859620744478,0,0.6824,0.8,-0.1712,0.0,1
27017,51,37,24,72.63538116991383,10,1,1,Premium,No,1,2,4,18.84333466764589,0,26.616815732485133,80.66525427453675,3,24.88995525682475,45.772932971432,6,24.455551396675705,67.11564482732892,12,0.705,0.5,0.746,1.0,0
27018,18,1,19,71.42032962299672,10,2,4,Basic,Yes,5,2,5,9.858392116942431,0,6.333333333333333,23.806776540998904,0,19.0,71.42032962299672,0,19.0,71.42032962299672,0,0.6343,1.0,-0.6575,0.0,1
27019,31,6,27,86.44944977775197,12,0,2,Basic,No,3,4,3,8.474336406364651,0,28.542449689833532,86.85960456098235,0,29.014362766689292,97.9245355288999,0,27.0,86.44944977775197,0,0.8196,0.6,-0.1119,0.0,0
27020,52,47,4,23.0518210539868,1,0,1,Basic,No,2,1,5,12.47505695801578,1,2.543161499669554,19.74444636821201,0,6.945770966578399,27.93538876689883,0,1.6768580517351306,49.71654039970251,0,0.1445,0.7,-0.2831,0.0,0
27021,38,39,18,59.72609708308442,9,2,21,Basic,No,4,0,3,8.509686597507027,1,20.369426998899097,62.98615040131752,6,18.164793543232147,51.331343335067054,12,14.493004902904003,90.77014435218294,24,0.5677,0.7,0.2227,0.0,0
27022,44,10,26,77.39183830411078,11,0,0,Premium,No,3,0,4,20.38383747061219,0,26.93566593881362,76.47395420464365,0,24.5187100537486,110.74114477156444,0,26.0,77.39183830411078,0,0.7618,0.7,-0.3067,1.0,0
27023,55,4,23,77.02212575276377,12,1,0,Premium,No,3,1,3,20.94610056492371,0,23.30046415009657,70.05790191535641,3,23.0,77.02212575276377,0,23.0,77.02212575276377,0,0.7348,0.6,-0.0893,1.0,0
27024,53,1,17,54.15233956390719,8,0,2,Basic,No,4,3,4,8.66306336081674,1,5.666666666666666,18.050779854635728,0,17.0,54.15233956390719,0,17.0,54.15233956390719,0,0.5215,0.8,-0.6546,0.0,0
27025,35,49,25,91.56133045192492,11,0,25,Basic,No,5,2,4,10.26501434148585,1,24.34150265478965,95.94671757380183,0,25.510171482480057,91.81586889988904,0,24.35355864051622,120.50705047241011,0,0.7957,0.9,0.0445,0.0,0
27026,37,82,25,76.5764351261546,10,0,3,Basic,No,4,3,3,9.017396119959248,0,27.589463895416415,68.40592787568374,0,20.43649949111474,48.696282147606816,0,24.81665213960527,73.66943517042745,0,0.7314,0.7,0.3966,0.0,0
27027,53,19,23,68.21245490796818,11,1,0,Basic,No,4,1,2,8.569922357922536,0,21.675495787922173,50.772512231682526,3,21.75901511752243,73.4791526043455,6,22.733000051339857,52.577390167613686,12,0.6912,0.6,-0.3049,0.0,0
27028,57,10,16,45.340646120194734,7,0,5,Basic,No,2,3,5,9.948858050554216,1,16.066548155616573,30.580129820418772,0,16.07387452717813,43.654708882607835,0,16.0,45.340646120194734,0,0.4645,0.7,-0.2928,0.0,0
27029,38,115,8,20.176857459354377,3,0,2,Basic,No,5,3,4,9.856814747138367,0,6.126999748411133,24.56081897176025,0,7.794924349321764,26.550211830951383,0,6.451488895075194,40.369562277860176,0,0.2168,0.9,-0.0722,0.0,0
27030,40,11,26,77.39171352631578,11,0,2,Basic,No,5,1,5,11.973722661901464,0,23.703564710656956,76.24543061367953,0,24.09972043784517,57.979928313791376,0,26.0,77.39171352631578,0,0.7618,1.0,0.3097,0.0,0
27031,45,38,16,52.52570998315645,8,0,0,Basic,No,5,2,3,8.645511532408102,0,15.068478483474058,54.012647745976224,0,18.740753175576874,19.847095395822297,0,20.34620321932936,85.3050808253701,0,0.5027,0.8,1.6389,0.0,0
27032,61,76,24,72.69369333154685,9,1,2,Basic,Yes,4,1,5,10.596970346474432,0,23.678223423373712,71.15347504950246,3,22.941855135257544,64.51955010431377,6,25.62414415815481,72.36156201060214,12,0.6909,0.9,0.1013,0.0,1
27033,55,35,20,64.15370550105449,7,1,18,Basic,No,4,1,4,10.45429071548439,0,21.103555699996697,68.23153986769674,3,21.494927857628696,82.75289608570296,6,18.416290199708513,63.63111472088948,12,0.5805,0.8,-0.1734,0.0,0
27034,49,74,25,76.85464459387978,12,0,1,Premium,No,4,2,4,20.917050122145618,0,23.713902844558653,85.99002381454176,0,20.492567360815233,80.6617490892088,0,25.8227410975746,77.30745462566767,0,0.7609,0.8,0.0652,1.0,0
27035,24,8,3,7.672084421243594,1,0,0,Basic,No,5,1,2,8.984977606791675,1,4.173815910580858,14.943583780447664,0,0.1860340855436728,12.202247424965982,0,3.0,7.672084421243594,0,0.0799,0.7,0.2076,0.0,0
27036,36,11,2,19.299954085227753,1,0,29,Basic,Yes,3,1,2,9.52791496678032,1,1.360103214079216,5.111058965505864,0,0.0,0.0,0,2.0,19.299954085227753,0,0.1053,0.5,5.1111,0.0,1
27037,36,26,27,80.05426211798593,11,0,4,VIP,No,5,2,3,42.4107409869982,0,26.0118595090279,71.22839139789602,0,24.79111606535657,82.5917264121566,0,27.235925963630667,107.8790759164277,0,0.784,0.8,-0.1359,,0
27038,61,22,21,55.82551651355652,9,0,1,Basic,Yes,2,2,1,9.25032016005383,0,22.258883883740825,59.96693585919385,0,19.978541170417756,44.9751537370758,0,19.59331906858938,99.9040232519815,0,0.5947,0.3,0.3261,0.0,1
27039,35,3,18,60.50129871225192,8,0,0,Basic,Yes,5,0,4,7.471513351005586,1,16.91112380488978,53.48346000895263,0,18.0,60.50129871225192,0,18.0,60.50129871225192,0,0.556,0.9,-0.1141,0.0,1
27040,56,40,22,66.63394888811493,10,1,1,Basic,No,4,1,5,9.114541558076056,0,25.650409858118465,77.1052911936404,3,20.23063656641603,56.91879394518662,6,22.151418947217937,28.26822769596781,12,0.6583,0.9,0.3485,0.0,0
27041,30,11,23,74.02267617112642,9,1,0,Basic,Yes,5,0,5,10.459957491173624,0,23.86466383470239,87.16304592334706,3,19.765063681425207,76.87290391785358,6,23.0,74.02267617112642,0,0.682,1.0,0.1321,0.0,1
27042,32,70,23,67.90103640055331,9,0,0,Premium,No,5,2,1,19.4009252350887,0,20.264806823461203,80.8689518016431,0,23.208852635009972,81.92190253770183,0,23.655110982218453,45.27761889909853,0,0.6616,0.6,-0.0127,1.0,0
27043,46,40,19,70.13338771967767,6,1,7,Basic,Yes,4,3,4,11.844681982891972,0,18.76161709000912,68.86731266156019,3,18.84247324923109,36.736765171005665,6,18.344447705358316,84.27160746517589,12,0.5728,0.8,0.8514,0.0,1
27044,66,12,15,41.31020834118302,5,2,3,Premium,No,4,2,1,18.934906598154484,1,13.70557629185698,45.9859387104839,6,16.669548537364157,36.26345445607788,12,18.282643631846277,58.52006829044131,24,0.4091,0.5,0.2609,1.0,0
27045,38,20,26,94.43650284289131,13,0,6,Premium,Yes,3,2,3,25.92950664420068,0,22.71741270876724,93.54177050742638,0,25.66767161988533,90.55537231959156,0,26.73655630379127,45.53333698602727,0,0.8472,0.6,0.0326,1.0,1
27046,18,87,20,53.50128918955931,10,0,3,Basic,No,4,1,4,9.794884794778334,0,22.11576037346781,68.6552012087858,0,19.47747788339973,51.3020445831902,0,18.480274302928112,56.204160549343435,0,0.5879,0.8,0.3318,0.0,0
27047,18,26,17,61.95319109217233,7,0,3,Premium,No,3,1,3,19.16360817894308,1,19.16180306238609,62.11509182979055,0,19.633986842380633,58.96743738592834,0,15.23759418793653,74.72160501674722,0,0.5332,0.6,0.0525,1.0,0
27048,42,43,28,85.47022143693879,14,1,0,VIP,Yes,5,0,5,47.144411235597566,0,26.550471017122472,102.23436414426732,3,26.25452963660001,73.35348374379792,6,28.24512266125322,48.782254809445554,12,0.8582,1.0,0.3884,,1
27049,18,95,22,68.27243135925372,11,1,2,Premium,No,4,0,5,19.689653296094868,0,23.421244986459687,45.29134906987149,3,19.075998215591664,55.03263404941185,6,23.191605388259223,60.12407595641723,12,0.6781,0.9,-0.1739,1.0,0
27050,27,42,22,85.68820255079171,9,6,0,Premium,Yes,5,4,1,18.695118079920405,0,23.7539334461792,79.32044249618264,18,24.38682646563696,63.652095898705575,36,26.29245969445407,105.94982436759244,72,0.7075,0.6,0.2423,1.0,1
27051,40,2,17,57.522647642025746,9,0,3,Basic,No,2,2,2,19.942747848342496,1,11.333333333333332,38.3484317613505,0,17.0,57.522647642025746,0,17.0,57.522647642025746,0,0.547,0.4,-0.3276,0.0,0
27052,18,8,14,46.471249337020055,4,5,1,Basic,No,2,3,5,11.08452133932902,1,15.90456051556598,69.24223164989778,15,17.935575004415814,38.583141273136384,30,14.0,46.471249337020055,3,0.3987,0.7,0.7745,0.0,0
27053,34,8,26,72.46302052273344,9,1,19,Basic,Yes,5,3,4,11.502046537122713,0,26.589026534463216,58.63014787013719,3,27.34647601503395,82.17333495557787,6,26.0,72.46302052273344,0,0.7168,0.9,-0.2831,0.0,1
27054,22,25,1,7.589691162823299,1,0,0,Premium,No,5,3,2,21.980427768816178,0,3.290887844595364,9.81315046591576,0,0.0,2.0630281692556416,0,2.767344185780334,0.0,0,0.0529,0.7,2.5302,1.0,0
27055,18,17,20,67.24845446651302,8,0,24,Basic,No,5,0,5,11.277283041852384,1,17.6550564154057,71.73964118641179,0,18.62172105087504,56.509880256267905,0,21.944610793283054,70.04417039775102,0,0.6051,1.0,0.2648,0.0,0
27056,25,28,19,65.4570365374716,8,0,0,Basic,No,4,3,5,9.993525705584648,0,19.295936963409368,76.61364429673142,0,17.784730395416723,85.0744986407577,0,16.96025501856178,75.13844995400135,0,0.5858,0.9,-0.0983,0.0,0
27057,20,80,2,5.0,1,2,26,Basic,No,5,1,4,9.461445541958524,1,2.4030638822023844,0.0,6,0.0,0.0,12,2.705883202967514,32.18297519378976,24,0.0576,0.9,0.0,0.0,0
27058,47,40,13,29.287792933623297,3,0,2,Basic,Yes,5,3,5,7.8536571055065725,0,10.687024841977504,12.984332801688552,0,16.248790369252234,16.359295001014896,0,14.627459690097782,33.007057570515066,0,0.3138,1.0,-0.1944,0.0,1
27059,52,1,5,16.870869519231853,1,0,0,VIP,Yes,5,2,3,54.568989511478954,1,1.6666666666666663,5.623623173077284,0,5.0,16.870869519231853,0,5.0,16.870869519231853,0,0.1372,0.8,-0.6294,,1
27060,37,86,3,24.997408709107724,1,0,0,Premium,No,3,2,5,18.85985827384425,0,0.0,36.526441026162374,0,3.703055976855156,25.921320546908778,0,6.516745994457956,38.99444188437365,0,0.1376,0.8,0.3939,1.0,0
27061,30,6,24,82.56312755959335,10,2,1,Basic,No,3,2,2,10.611694867291632,0,24.090405841396493,80.8692238569635,6,24.056557328487187,86.91528900026609,12,24.0,82.56312755959335,1,0.7381,0.5,-0.0688,0.0,0
27062,30,13,15,63.065395214593664,6,0,1,Premium,No,4,1,5,20.49226482456719,0,14.119313047926171,62.922940162116184,0,13.611476887237265,67.406302722641,0,13.303146104279053,77.3548677379577,0,0.4959,0.9,-0.0655,1.0,0
27063,24,1,23,120.01522541352732,8,0,0,Basic,No,5,0,5,12.568386952516132,0,7.666666666666666,40.00507513784244,0,23.0,120.01522541352732,0,23.0,120.01522541352732,0,0.821,1.0,-0.6612,0.0,0
27064,20,7,27,85.0448189884626,12,1,6,Premium,No,5,2,5,22.190326729894164,0,29.43451746603037,103.703659350866,3,23.161339605112673,60.54876779325421,6,27.0,85.0448189884626,0,0.8149,1.0,0.7011,1.0,0
27065,18,85,15,29.583127028810743,8,0,0,Basic,Yes,5,2,2,8.636789381196635,0,15.800606431341096,40.88196627086387,0,17.91169035075874,38.44872829754128,0,13.531103403362666,17.104739681887853,0,0.4129,0.7,0.0617,0.0,1
27066,19,28,12,38.49692491230214,5,1,0,Basic,No,4,0,5,9.953163158427524,0,10.550901350931994,28.83654600278084,3,11.745693374746734,51.924887911461234,6,10.274831707517288,24.35467520188551,12,0.3598,0.9,-0.4362,0.0,0
27067,64,3,28,69.55420304812972,13,0,0,Premium,No,4,2,5,21.54277051846131,0,28.40648391954072,79.69169341626228,0,28.0,69.55420304812972,0,28.0,69.55420304812972,0,0.7909,0.9,0.1437,1.0,0
27068,31,8,1,5.0,1,0,25,Premium,No,5,1,5,18.343925053083687,1,0.5240345139067311,0.0,0,0.0,7.301329509157885,0,1.0,5.0,0,0.0443,1.0,-0.8795,1.0,0
